region,routes,total_duration,total_demand
0,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Distribution Centre Auckland']",4597.57,4.0
0,"['Distribution Centre Auckland', 'Woolworths Greenlane', 'Distribution Centre Auckland']",7058.05,7.65
0,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Greenlane', 'Distribution Centre Auckland']",13407.91,16.05
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths Greenlane', 'Distribution Centre Auckland']",13915.390000000001,16.450000000000003
0,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Woolworths Greenlane', 'Distribution Centre Auckland']",13053.32,16.25
0,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Greenlane', 'Distribution Centre Auckland']",13407.91,16.05
0,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",8610.86,8.4
0,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",13655.09,16.15
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",14195.150000000001,17.200000000000003
0,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",13560.64,16.4
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",13692.430000000002,16.700000000000003
0,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths St Lukes', 'Distribution Centre Auckland']",13848.02,17.0
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",14084.93,16.75
0,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",13742.66,16.65
0,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",13655.09,16.15
0,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",8165.22,7.75
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",14170.27,16.55
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",13246.79,16.05
0,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths St Lukes', 'Distribution Centre Auckland']",13674.220000000001,16.35
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",13639.29,16.1
0,"['Distribution Centre Auckland', 'Woolworths Auckland City', 'Distribution Centre Auckland']",8073.57,7.4
0,"['Distribution Centre Auckland', 'Woolworths Auckland City', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",14243.680000000002,16.200000000000003
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths Greenlane', 'Distribution Centre Auckland']",13915.390000000001,16.450000000000003
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",14195.150000000001,17.200000000000003
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",14170.27,16.55
0,"['Distribution Centre Auckland', 'Woolworths Auckland City', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",14243.680000000002,16.200000000000003
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",9019.34,8.8
0,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",13908.66,16.8
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths Newmarket', 'Distribution Centre Auckland']",14237.16,17.1
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths St Lukes', 'Distribution Centre Auckland']",14256.49,17.4
0,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",14262.369999999999,17.05
0,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",13560.64,16.4
0,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",13908.66,16.8
0,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",7696.65,8.0
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",13312.86,16.3
0,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths St Lukes', 'Distribution Centre Auckland']",13163.92,16.6
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",13705.36,16.35
0,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",13321.470000000001,16.25
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",13692.430000000002,16.700000000000003
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",13246.79,16.05
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths Newmarket', 'Distribution Centre Auckland']",14237.16,17.1
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",13312.86,16.3
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Distribution Centre Auckland']",7656.35,8.3
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths St Lukes', 'Distribution Centre Auckland']",13554.83,16.9
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Newmarket', 'Distribution Centre Auckland']",13338.64,16.65
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",13245.1,16.55
0,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Woolworths Greenlane', 'Distribution Centre Auckland']",13053.32,16.25
0,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths St Lukes', 'Distribution Centre Auckland']",13848.02,17.0
0,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths St Lukes', 'Distribution Centre Auckland']",13674.220000000001,16.35
0,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Woolworths St Lukes', 'Distribution Centre Auckland']",14256.49,17.4
0,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths St Lukes', 'Distribution Centre Auckland']",13163.92,16.6
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths St Lukes', 'Distribution Centre Auckland']",13554.83,16.9
0,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Distribution Centre Auckland']",7695.14,8.6
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths St Lukes', 'Distribution Centre Auckland']",13947.33,16.95
0,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",13229.76,16.85
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",14084.93,16.75
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",13639.29,16.1
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",13705.36,16.35
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Newmarket', 'Distribution Centre Auckland']",13338.64,16.65
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths St Lukes', 'Distribution Centre Auckland']",13947.33,16.95
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",7239.58,8.35
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",13834.55,16.6
0,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",13742.66,16.65
0,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",14262.369999999999,17.05
0,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",13321.470000000001,16.25
0,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",13245.1,16.55
0,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",13229.76,16.85
0,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",13834.55,16.6
0,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",7861.35,8.25
0,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",6348.2,4.55
1,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Distribution Centre Auckland']",8080.96,7.9
1,"['Distribution Centre Auckland', 'Woolworths Takanini', 'FreshChoice Papakura', 'Distribution Centre Auckland']",11762.93,12.7
1,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Woolworths Roselands', 'Distribution Centre Auckland']",13332.3,15.75
1,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",13159.25,16.15
1,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Woolworths Papakura', 'Distribution Centre Auckland']",13185.23,15.3
1,"['Distribution Centre Auckland', 'Woolworths Takanini', 'FreshChoice Papakura', 'Distribution Centre Auckland']",11762.93,12.7
1,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Distribution Centre Auckland']",6785.9,4.8
1,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",11739.18,12.65
1,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",12008.39,13.05
1,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Distribution Centre Auckland']",11410.46,12.2
1,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Woolworths Roselands', 'Distribution Centre Auckland']",13332.3,15.75
1,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",11739.18,12.65
1,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",8567.970000000001,7.85
1,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",13613.17,16.1
1,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",13184.05,15.25
1,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",13159.25,16.15
1,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",12008.39,13.05
1,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",13613.17,16.1
1,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",7850.25,8.25
1,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",13501.3,15.65
1,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Woolworths Papakura', 'Distribution Centre Auckland']",13185.23,15.3
1,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Distribution Centre Auckland']",11410.46,12.2
1,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",13184.05,15.25
1,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",13501.3,15.65
1,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Distribution Centre Auckland']",8278.8,7.4
2,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",7646.43,8.4
2,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",14339.850000000002,16.950000000000003
2,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",13639.970000000001,16.450000000000003
2,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",13417.64,16.35
2,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",13921.480000000001,16.700000000000003
2,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",13655.22,16.65
2,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",11480.25,12.9
2,"['Distribution Centre Auckland', 'Woolworths Howick', 'Distribution Centre Auckland']",9769.34,9.2
2,"['Distribution Centre Auckland', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",12640.17,13.7
2,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",14339.850000000002,16.950000000000003
2,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",9347.869999999999,8.55
2,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",14218.09,16.6
2,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",14179.01,16.5
2,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",12328.85,13.05
2,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",13639.970000000001,16.450000000000003
2,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",14218.09,16.6
2,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Distribution Centre Auckland']",8490.82,8.05
2,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",13679.779999999999,16.0
2,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",11517.69,12.55
2,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",13417.64,16.35
2,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",14179.01,16.5
2,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",13679.779999999999,16.0
2,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",8425.66,7.95
2,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",14277.29,16.2
2,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",11768.52,12.45
2,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",13921.480000000001,16.700000000000003
2,"['Distribution Centre Auckland', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",8280.61,8.3
2,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",13668.04,16.55
